id,"nama_matakuliah",keahlian_id
2040,"Manajemen Dan Administrasi Basis Data",4
2041,"Pemrograman Integratif",1
2042,"Jaringan Multimedia",3
2043,"Teknik Kompresi",NULL
2044,"Komputasi Berbasis Jaringan",3
2045,"Topik Dalam Forensik Digital",NULL
2046,"Kompresi Data",4
2047,"Topik Dalam Sistem Terdistribusi",3
2048,"Realitas Virtual",NULL
2049,"Pembuatan Game",6
2050,"Sistem Game",3
2051,"Teknik Pengembangan Game",6
2052,"Teknik Pemodelan Dan Simulasi",2
2053,"Etika Profesional",8
2054,"Riset Operasional Dan Analisa Sistem",3
2055,"Topik Dalam E-Business",NULL
2056,"Manajemen Informasi & Sist. Informasi Ge",4
2057,"Simulasi Dan Game Komputer",2
2058,"Topik Dalam Pemrosesan Citra Dan Visi Ko",6
2059,"Model-Model Perusahaan",9
2060,"Topik Dalam Sistem Distribusi",3
2061,"Mekanika Teknik",NULL
2062,"Riset 1",NULL
2063,"Seminar Riset 1",NULL
2064,"Elektrodinamika",NULL
2065,"Analisis Proses Bisnis",2
2066,"Analisis Dan Sistem Keputusan",2
2067,"Perencanaan Sumber Daya Perusahaan",9
2068,"Manajemen Rantai Pasok Dan Hubungan Pelanggan",4
2069,"Tata Tulis Ilmiah",NULL
2070,"Jaringan Komputer I",3
2071,"Pengamanan Jaringan",3
2072,"Topik Dlm Mobile Computing (Komputasi Be",NULL
2073,"Jar.Nirkabel & Komputasi Bergerak",NULL
2074,"Prakt. Sistem Operasi",3
2075,"Topik Dalam Pengamanan Jaringan",3
2076,"Topik Khusus Komputasi Berbasis Jaringan",3
2077,"Topik Dalam Desain Dan Manajemen Jaringa",5
2078,"Topik Dalam Sistem Operasi",3
2079,"Topik Khusus Arsitektur Dan Jaringan Komputer",3
2080,"Topik Dalam Komputasi Awan",3
2081,"Analisis Perancangan Kerja",2
2082,"Perencanaan Tata Letak Pabrik",NULL
2083,"Analisa Kelayakan Pabrik",NULL
2084,"Industri Kimia",NULL
2085,"Penelitian Operasional I",NULL
2086,"Manajemen Kwalitas",4
2087,"Manajemen Logistik",4
2088,"Praktikum Analisa Perancangan",NULL
2089,"Ergonomi Industrik",NULL
2090,"Pengendalian Kwalitas Statistik",NULL
2091,"Sistem Produktifitas",3
2092,"Pengetahuan Bahan",7
2093,"Elemen Mesin",7
2094,"Manajemen Kualitas Proyek",4
2095,"Pengetahuan Bisnis",7
2096,"Pencegahan Penang. Kebakaran & Bencana",NULL
2097,"Ergonomi Perancangan Kerja",NULL
2098,"Ergonomi & Perancangan Kerja",NULL
2099,"Audit Perangkat Lunak",5
2100,"Forensik Digital",NULL
2101,"Animasi Komputer Dan Pemodelan 3D",2
2102,"Teori Graf",2
2103,"Algoritma Dan Pemrograman Ii",1
2104,"Hukum Administrasi Negara",NULL
2105,"Hukum Bisnis",NULL
2106,"Hukum Dan Kebijakan Publik",NULL
2107,"Topik Dalam Rekayasa Sistem Berbasis Pengetahuan",3
2108,"Rekayasa Pengetahuan",7
2109,"Sistem Informasi Perencanaan",4
2110,"Topik Dalam Desain Algoritma",1
2111,"Topik Dalam Bahasa Pemrograman",1
2112,"Topik Dalam Penyempurnaan Proses Perangkat Lunak",5
2113,"Penyempurnaan Proses Perangkat Lunak",5
2114,"Sistem Enterprise",3
2115,"Pengantar Ilmu Lingkungan",NULL
2116,"Pra Tugas Akhir",NULL
2117,"Topik Dalam Desain Dan Audit Jaringan",5
2118,"Konstruksi Perangkat Lunak",5
2119,"Topik Dalam Portal Korporat",NULL
2120,"Manaj.Proyek Perangkat Lunak",5
2121,"Topik Dalam Tatakelola Dan Audit Ti",NULL
2122,"Pola Dan Arsitektur Perangkat Lunak",3
2123,"Topik Dalam Manajemen Proyek Perangkat Lunak",5
2124,"Audit Sistem",3
2125,"Topik Khusus Manajemen Informasi",4
2126,"Topik Dalam Sistem Informasi Tanggap Proses Bisnis",4
2127,"Komputasi Client Server",NULL
2128,"Komputasi Awan",3
2129,"Otomasi Perkantoran",NULL
2130,"Sistem Basis Data Ii",4
2131,"Sistem Operasi Ii",3
2132,"Data Warehouse & Olap*",4
2133,"Data Mining*",4
2134,"Manajemen Sains Lanjut",4
2135,"Topik Dlm Manaj.Kualitas Pl",NULL
2136,"Testing Dan Inplementasi Sistem",3
2137,"Topik Dalam Manajemen Kualitas Perangkat",4
2138,"Topik Dalam Penjaminan Kualitas Perangkat Lunak",5
2139,"Pola-Pola Perancangan",NULL
2140,"Prakt.Pemrograman Terstruktur",NULL
2141,"Organisasi Arsitektur Komputer",3
2142,"Topik Khusus Jaringan Komputer",3
2143,"Topik Dalam Jaringan Nirkabel Dan Komput",3
2144,"Komunikasi Data",4
2145,"Topik Dalam Jaringan Nirkabel",3
2146,"Disertasi - Seminar Riset 2",NULL
2147,"Pneumatik/Hidrolik I",NULL
2148,"Seminar Skripsi",NULL
2149,"Praksistem Operasi Jaringan",3
2150,"Prakteknik Digital",NULL
2151,"Prakimple.Basis Data",4
2152,"Pneumatik Dan Hidrolik Ii",NULL
2153,"Metdpenulisan Ilmiah Tek.Presentasi",NULL
2154,"Kimia Terapan I",NULL
2155,"Prakimplementasi Struktur Data",4
2156,"Prakgrafika Komputer",NULL
2157,"Elemen Mesin I",7
2158,"Mekanika Fluida",NULL
2159,"Pengantar Komputer",NULL
2160,"Interpersonal Skill",NULL
2161,"Prakpemrograman C+Dasar",NULL
2162,"Teknologi Dan Pemrogmobile",NULL
2163,"Topik Dalam Adopsi Teknologi Informasi",4
2164,"Kepemimpinan Dan Ketrampilan Interpersonal",NULL
2165,"Otomata & Pengantar Kompilasi",NULL
2166,"Inteligensia Mesin",7
2167,"Sistem Operasi I",3
2168,"Desain & Manajemen Jaringan",3
2169,"Jaringan Nirkabel Dan Komputasi Bergerak",3
2170,"Komputasi Pervasif Dan Jaringan Sensor",3
2171,"Jaringan Nirkabel",3
2172,"Topik Dalam Komputasi Bergerak",NULL
2173,"Statistika Dasar",2
2174,"Matematika 2",2
2175,"Tek. Penulisan Buku Sumber",NULL
2176,"Kebijakan Pembangunan Teknologi Informas",NULL
2177,"Prakt. Sistem Digital",3
2178,"Agama Budha",NULL
2179,"Logika Samar (Fuzzy)",2
2180,"Koding Teori Informasi",4
2181,"Kapita Selekta Logika Fuzzi",2
2182,"Sistem Basis Data Tersebar",4
2183,"Sistem Informasi Manajemen**",4
2184,"Keamanan Data Dan Informasi",4
2185,"Testing Dan Implementasi Si",NULL
2186,"Sistem Intelijen Berbasis Agen",3
2187,"Perilaku Manusia Dalam It",NULL
2188,"Sist.Basisdata Aplikasi Basisdata Web",1
2189,"Fraktal",NULL
2190,"Tugas Khusus I",NULL
2191,"Metode Penelitian Lanjut",NULL
2192,"Fuzzy Lanjut",NULL
2193,"Fuzzy Logic",NULL
2194,"Distributed Database",NULL
2195,"Konsep Data Spasial",4
2196,"Disertasi 4",NULL
2197,"Konsep Bahasa Dan Kompiler",NULL
2198,"Pemroaman Lnajut 4",NULL
2199,"Motor Bensin",NULL
2200,"Termodinamika",NULL
2201,"Praktikum Mesin Bensin",7
2202,"Termodinamika Teknik",NULL
2203,"Intelligence Agent System",NULL
2204,"Kecerdasan Buatan Dan Model Pemikiran",7
2205,"Educational Measurement",NULL
2206,"Ketidakpastian Dalam Sistem Pakar",3
2207,"Teori Compiler",NULL
2208,"Teori Ketidakpastian",NULL
2209,"Dss Lanjut",NULL
2210,"Komputasi Simbolik",NULL
2211,"Information Theory",NULL
2212,"Pemrograman",1
2213,"Kecerdasan Kelompok",NULL
2214,"Intelligence Tutoring System",NULL
2215,"Labstatistik",NULL
2216,"Logika Samar",2
2217,"Ketidakpastian",NULL
2218,"Proyek Mahasiswa",5
2219,"Advance E-Commerce",NULL
2220,"Game Develpoment",6
2221,"Aplikasi Berbasis Web",1
2222,"Advanced Interoperability",NULL
2223,"Game Theory For Wireless Network",6
2224,"Kapita Selekta E Learning",NULL
2225,"Prakt. Pemrograman Berorientasi Obyek",1
2226,"Pengembangan Aplikasi Permainan",1
